userID,gender,age,occupation,zipCode,city,state,lat,long,country
92,F,21.0,4,44243,KENT,OH,41.14,-81.36,US
93,M,29.5,17,95825,SACRAMENTO,CA,38.58,-121.4,US
94,M,29.5,17,28601,HICKORY,NC,35.73,-81.32,US
95,M,47.0,0,98201,EVERETT,WA,47.98,-122.2,US
96,F,29.5,16,78028,KERRVILLE,TX,30.04,-99.13,US
97,F,39.5,3,66210,OVERLAND PARK,KS,38.9,-94.68,US
98,F,39.5,7,33547,LITHIA,FL,27.85,-82.17,US
99,F,12.0,10,19390,WEST GROVE,PA,39.82,-75.82,US
100,M,39.5,17,95401,SANTA ROSA,CA,38.44,-122.78,US
101,F,21.0,3,33314,FORT LAUDERDALE,FL,26.14,-80.13,US
102,M,39.5,19,20871,CLARKSBURG,MD,39.23,-77.27,US
103,M,47.0,7,92104,SAN DIEGO,CA,32.73,-117.12,US
104,M,29.5,12,926,SAN JUAN,PR,18.4,-66.06,US
105,M,47.0,12,90277,REDONDO BEACH,CA,33.83,-118.38,US
106,F,39.5,11,79101,AMARILLO,TX,35.2,-101.81,US
107,M,47.0,18,63129,SAINT LOUIS,MO,38.63,-90.24,US
108,M,29.5,12,30316,ATLANTA,GA,33.72,-84.32,US
109,M,47.0,15,92028,FALLBROOK,CA,33.39,-117.29,US
110,M,29.5,2,90803,LONG BEACH,CA,33.75,-118.13,US
111,M,39.5,15,55416,MINNEAPOLIS,MN,44.96,-93.26,US
112,M,29.5,16,97209,PORTLAND,OR,45.53,-122.68,US
113,M,21.0,12,37032,CEDAR HILL,TN,36.55,-87.0,US
114,F,29.5,2,83712,BOISE,ID,43.6,-116.12,US
115,M,29.5,17,28083,KANNAPOLIS,NC,35.49,-80.62,US
116,M,29.5,17,55744,GRAND RAPIDS,MN,47.22,-93.52,US
117,M,29.5,17,33314,FORT LAUDERDALE,FL,26.14,-80.13,US
118,M,39.5,17,22315,ALEXANDRIA,VA,38.82,-77.08,US
119,F,12.0,10,77515,ANGLETON,TX,29.16,-95.42,US
120,M,29.5,11,27106,WINSTON SALEM,NC,36.1,-80.24,US
121,M,39.5,7,75229,DALLAS,TX,32.79,-96.76,US
122,F,21.0,4,94305,STANFORD,CA,37.41,-122.17,US
123,M,39.5,9,67208,WICHITA,KS,37.68,-97.34,US
124,M,68.0,7,91356,TARZANA,CA,34.15,-118.54,US
125,M,47.0,14,1701,FRAMINGHAM,MA,42.3,-71.43,US
126,M,21.0,9,98117,SEATTLE,WA,47.68,-122.38,US
127,F,47.0,3,1770,SHERBORN,MA,42.23,-71.36,US
128,M,68.0,6,37922,KNOXVILLE,TN,35.97,-83.94,US
129,M,29.5,11,20164,STERLING,VA,39.0,-77.4,US
130,M,39.5,17,50021,ANKENY,IA,41.72,-93.6,US
131,M,21.0,4,6520,NEW HAVEN,CT,41.31,-72.92,US
132,M,29.5,17,99709,FAIRBANKS,AK,64.9,-148.16,US
133,F,29.5,0,55071,SAINT PAUL PARK,MN,44.83,-92.99,US
134,M,29.5,0,66212,OVERLAND PARK,KS,38.9,-94.68,US
135,M,21.0,4,20006,WASHINGTON,DC,38.89,-77.03,US
136,M,21.0,2,21202,BALTIMORE,MD,39.3,-76.61,US
137,F,47.0,6,78758,AUSTIN,TX,30.26,-97.74,US
138,M,21.0,20,22203,ARLINGTON,VA,38.87,-77.1,US
139,F,29.5,20,45409,DAYTON,OH,39.77,-84.19,US
140,F,39.5,1,55107,SAINT PAUL,MN,44.94,-93.1,US
141,M,39.5,13,62035,GODFREY,IL,38.96,-90.18,US
142,M,29.5,7,10011,NEW YORK,NY,40.71,-73.99,US
144,M,29.5,17,29401,CHARLESTON,SC,32.78,-79.99,US
145,M,21.0,4,19081,SWARTHMORE,PA,39.9,-75.34,US
146,F,39.5,20,10954,NANUET,NY,41.09,-74.01,US
147,M,21.0,4,91360,THOUSAND OAKS,CA,34.21,-118.88,US
148,M,52.5,17,57747,HOT SPRINGS,SD,43.43,-103.48,US
149,M,29.5,1,29205,COLUMBIA,SC,34.0,-81.03,US
150,M,39.5,7,98144,SEATTLE,WA,47.58,-122.3,US
151,F,29.5,20,85013,PHOENIX,AZ,33.5,-112.08,US
152,M,21.0,4,48104,ANN ARBOR,MI,42.27,-83.73,US
153,M,12.0,10,51537,HARLAN,IA,41.65,-95.32,US
154,M,52.5,20,94530,EL CERRITO,CA,37.91,-122.3,US
155,M,39.5,12,7470,WAYNE,NJ,40.94,-74.24,US
156,F,47.0,7,14519,ONTARIO,NY,43.22,-77.31,US
157,M,39.5,16,12866,SARATOGA SPRINGS,NY,43.06,-73.77,US
158,M,68.0,7,28754,MARS HILL,NC,35.82,-82.55,US
159,F,47.0,0,37922,KNOXVILLE,TN,35.97,-83.94,US
160,M,39.5,7,13021,AUBURN,NY,42.93,-76.56,US
161,M,47.0,16,98107,SEATTLE,WA,47.66,-122.38,US
162,F,21.0,4,93117,GOLETA,CA,34.5,-120.12,US
163,M,21.0,4,85013,PHOENIX,AZ,33.5,-112.08,US
164,F,68.0,13,94566,PLEASANTON,CA,37.65,-121.85,US
165,M,21.0,16,98502,OLYMPIA,WA,47.1,-123.06,US
166,M,21.0,4,92802,ANAHEIM,CA,33.81,-117.91,US
167,F,29.5,11,10022,NEW YORK,NY,40.71,-73.99,US
168,F,52.5,0,46970,PERU,IN,40.75,-86.06,US
169,M,29.5,7,55439,MINNEAPOLIS,MN,44.96,-93.26,US
170,M,29.5,11,7002,BAYONNE,NJ,40.66,-74.11,US
171,F,52.5,17,55441,MINNEAPOLIS,MN,44.96,-93.26,US
172,M,29.5,3,7661,RIVER EDGE,NJ,40.92,-74.04,US
173,M,29.5,0,45237,CINCINNATI,OH,39.09,-84.51,US
174,M,29.5,16,21203,BALTIMORE,MD,39.3,-76.61,US
175,F,29.5,2,95123,SAN JOSE,CA,37.23,-121.82,US
176,F,21.0,3,55016,COTTAGE GROVE,MN,44.81,-92.92,US
177,M,52.5,1,54016,HUDSON,WI,44.97,-92.73,US
178,M,68.0,17,53705,MADISON,WI,43.07,-89.38,US
179,M,29.5,0,2135,BRIGHTON,MA,42.35,-71.15,US
180,M,47.0,12,1603,WORCESTER,MA,42.26,-71.8,US
181,M,21.0,17,33186,MIAMI,FL,25.77,-80.2,US
182,M,21.0,4,3052,LITCHFIELD,NH,42.83,-71.46,US
183,F,47.0,1,55407,MINNEAPOLIS,MN,44.96,-93.26,US
184,F,29.5,0,19001,ABINGTON,PA,40.12,-75.12,US
185,M,47.0,0,14468,HILTON,NY,43.28,-77.79,US
186,M,21.0,5,91767,POMONA,CA,34.08,-117.73,US
187,F,47.0,1,94061,REDWOOD CITY,CA,37.46,-122.24,US
188,M,68.0,16,79930,EL PASO,TX,31.84,-106.43,US
189,M,21.0,0,60076,SKOKIE,IL,42.03,-87.73,US
190,M,29.5,17,55125,SAINT PAUL,MN,44.94,-93.1,US
191,M,21.0,4,4915,BELFAST,ME,44.42,-69.02,US
192,M,21.0,1,10977,SPRING VALLEY,NY,41.11,-74.04,US
193,F,47.0,15,44106,CLEVELAND,OH,41.47,-81.67,US
194,F,12.0,10,29146,SPRINGFIELD,SC,33.49,-81.27,US
195,M,29.5,12,10458,BRONX,NY,40.84,-73.87,US
196,F,39.5,9,94587,UNION CITY,CA,37.59,-122.06,US
197,M,21.0,14,10023,NEW YORK,NY,40.71,-73.99,US
198,M,29.5,12,55108,SAINT PAUL,MN,44.94,-93.1,US
199,M,21.0,4,83706,BOISE,ID,43.59,-116.19,US
200,F,21.0,4,84321,LOGAN,UT,41.7,-111.87,US
201,F,39.5,2,55117,SAINT PAUL,MN,44.94,-93.1,US
202,M,21.0,4,53706,MADISON,WI,43.07,-89.38,US
203,F,21.0,4,53715,MADISON,WI,43.07,-89.38,US
204,M,29.5,7,92123,SAN DIEGO,CA,32.8,-117.13,US
205,M,39.5,12,97333,CORVALLIS,OR,44.46,-123.34,US
206,M,29.5,17,20194,RESTON,VA,38.95,-77.34,US
207,M,29.5,12,94115,SAN FRANCISCO,CA,37.78,-122.43,US
208,M,39.5,17,55432,MINNEAPOLIS,MN,44.96,-93.26,US
209,M,39.5,1,90048,LOS ANGELES,CA,34.07,-118.37,US
210,F,12.0,10,25801,BECKLEY,WV,37.78,-81.18,US
211,M,47.0,17,90620,BUENA PARK,CA,33.84,-118.0,US
212,M,29.5,16,53714,MADISON,WI,43.07,-89.38,US
213,F,21.0,4,1609,WORCESTER,MA,42.26,-71.8,US
214,M,21.0,20,80218,DENVER,CO,39.76,-104.87,US
215,M,39.5,14,92075,SOLANA BEACH,CA,32.99,-117.25,US
216,M,47.0,13,52761,MUSCATINE,IA,41.41,-91.07,US
217,M,21.0,4,22903,CHARLOTTESVILLE,VA,38.03,-78.48,US
218,M,39.5,14,95822,SACRAMENTO,CA,38.51,-121.49,US
219,F,29.5,4,55113,SAINT PAUL,MN,44.94,-93.1,US
220,M,29.5,12,22903,CHARLOTTESVILLE,VA,38.03,-78.48,US
221,F,29.5,0,94063,REDWOOD CITY,CA,37.49,-122.21,US
222,M,29.5,1,55116,SAINT PAUL,MN,44.94,-93.1,US
223,M,29.5,17,28262,CHARLOTTE,NC,35.19,-80.83,US
224,F,21.0,4,14850,ITHACA,NY,42.44,-76.5,US
225,M,29.5,7,11215,BROOKLYN,NY,40.64,-73.94,US
226,M,39.5,1,94518,CONCORD,CA,37.95,-122.02,US
227,M,39.5,20,90291,VENICE,CA,33.99,-118.46,US
228,M,29.5,15,55455,MINNEAPOLIS,MN,44.96,-93.26,US
229,M,21.0,10,4576,SOUTHPORT,ME,43.84,-69.65,US
230,M,47.0,1,43210,COLUMBUS,OH,39.98,-82.98,US
231,M,29.5,3,55455,MINNEAPOLIS,MN,44.96,-93.26,US
232,M,29.5,20,55408,MINNEAPOLIS,MN,44.96,-93.26,US
233,F,47.0,20,37919,KNOXVILLE,TN,35.97,-83.94,US
234,M,39.5,7,39652,MAGNOLIA,MS,31.15,-90.46,US
236,M,29.5,5,55126,SAINT PAUL,MN,44.94,-93.1,US
237,M,29.5,6,46835,FORT WAYNE,IN,41.07,-85.13,US
238,F,52.5,7,90291,VENICE,CA,33.99,-118.46,US
239,M,21.0,19,94618,OAKLAND,CA,37.84,-122.23,US
240,M,52.5,17,55113,SAINT PAUL,MN,44.94,-93.1,US
241,M,39.5,20,55121,SAINT PAUL,MN,44.94,-93.1,US
242,F,21.0,4,53706,MADISON,WI,43.07,-89.38,US
243,M,29.5,16,11576,ROSLYN,NY,40.79,-73.64,US
244,M,52.5,7,19072,NARBERTH,PA,40.0,-75.26,US
245,M,39.5,16,66046,LAWRENCE,KS,38.96,-95.25,US
246,F,21.0,4,60625,CHICAGO,IL,41.83,-87.68,US
247,M,29.5,17,94404,SAN MATEO,CA,37.55,-122.26,US
248,M,21.0,17,72703,FAYETTEVILLE,AR,36.07,-94.15,US
249,F,21.0,14,48126,DEARBORN,MI,42.31,-83.21,US
250,M,39.5,16,11229,BROOKLYN,NY,40.64,-73.94,US
251,M,68.0,17,55105,SAINT PAUL,MN,44.94,-93.1,US
252,M,29.5,12,94112,SAN FRANCISCO,CA,37.72,-122.44,US
253,F,29.5,11,97370,PHILOMATH,OR,44.59,-123.46,US
254,M,39.5,17,49015,BATTLE CREEK,MI,42.29,-85.22,US
255,M,39.5,0,85310,GLENDALE,AZ,33.71,-112.17,US
256,M,47.0,16,55076,INVER GROVE HEIGHTS,MN,44.82,-93.05,US
257,M,21.0,18,55113,SAINT PAUL,MN,44.94,-93.1,US
258,M,29.5,7,55436,MINNEAPOLIS,MN,44.96,-93.26,US
259,M,29.5,1,60615,CHICAGO,IL,41.83,-87.68,US
260,M,21.0,19,98126,SEATTLE,WA,47.55,-122.37,US
261,M,29.5,20,75801,PALESTINE,TX,31.75,-95.64,US
262,F,29.5,1,68503,LINCOLN,NE,40.81,-96.68,US
263,F,29.5,7,22304,ALEXANDRIA,VA,38.82,-77.08,US
264,M,39.5,0,20755,FORT GEORGE G MEADE,MD,39.08,-76.76,US
265,F,39.5,7,55116,SAINT PAUL,MN,44.94,-93.1,US
266,M,39.5,11,75229,DALLAS,TX,32.79,-96.76,US
267,M,47.0,12,55001,AFTON,MN,44.9,-92.81,US
268,F,21.0,12,29708,FORT MILL,SC,35.0,-80.94,US
269,M,29.5,2,55408,MINNEAPOLIS,MN,44.96,-93.26,US
270,M,52.5,14,55414,MINNEAPOLIS,MN,44.96,-93.26,US
271,M,21.0,4,48202,DETROIT,MI,42.38,-83.1,US
272,M,21.0,0,80302,BOULDER,CO,40.02,-105.25,US
273,M,21.0,4,55427,MINNEAPOLIS,MN,44.96,-93.26,US
274,M,21.0,4,55455,MINNEAPOLIS,MN,44.96,-93.26,US
275,M,29.5,0,48162,MONROE,MI,41.91,-83.38,US
276,M,47.0,16,1982,SOUTH HAMILTON,MA,42.62,-70.86,US
277,F,39.5,1,98126,SEATTLE,WA,47.55,-122.37,US
278,M,47.0,18,60482,WORTH,IL,41.68,-87.79,US
279,M,29.5,14,91214,LA CRESCENTA,CA,34.23,-118.24,US
280,M,52.5,7,19118,PHILADELPHIA,PA,39.95,-75.16,US
281,F,39.5,0,94117,SAN FRANCISCO,CA,37.76,-122.44,US
282,M,29.5,17,94401,SAN MATEO,CA,37.57,-122.32,US
283,M,29.5,0,10003,NEW YORK,NY,40.71,-73.99,US
284,M,29.5,12,91910,CHULA VISTA,CA,32.63,-117.05,US
285,F,39.5,0,94109,SAN FRANCISCO,CA,37.79,-122.42,US
286,M,29.5,1,54601,LA CROSSE,WI,43.82,-91.23,US
287,M,52.5,13,94706,ALBANY,CA,37.88,-122.29,US
288,F,29.5,12,97119,GASTON,OR,45.47,-123.2,US
289,F,29.5,0,11801,HICKSVILLE,NY,40.76,-73.52,US
290,F,29.5,20,94591,VALLEJO,CA,38.11,-122.2,US
291,M,39.5,12,55110,SAINT PAUL,MN,44.94,-93.1,US
292,M,39.5,7,19406,KING OF PRUSSIA,PA,40.09,-75.38,US
293,M,68.0,1,55337,BURNSVILLE,MN,44.76,-93.27,US
294,F,47.0,9,43147,PICKERINGTON,OH,39.89,-82.76,US
295,M,21.0,0,80203,DENVER,CO,39.76,-104.87,US
296,M,52.5,5,89432,SPARKS,NV,39.54,-119.74,US
297,M,21.0,2,97211,PORTLAND,OR,45.57,-122.62,US
298,F,21.0,4,19010,BRYN MAWR,PA,40.02,-75.31,US
299,M,29.5,12,97370,PHILOMATH,OR,44.59,-123.46,US
300,M,29.5,7,78664,ROUND ROCK,TX,30.51,-97.67,US
301,M,21.0,4,61820,CHAMPAIGN,IL,40.11,-88.26,US
302,M,21.0,4,4901,WATERVILLE,ME,44.56,-69.55,US
303,M,29.5,7,20006,WASHINGTON,DC,38.89,-77.03,US
304,M,29.5,0,55414,MINNEAPOLIS,MN,44.96,-93.26,US
305,F,21.0,0,55414,MINNEAPOLIS,MN,44.96,-93.26,US
306,M,21.0,0,53051,MENOMONEE FALLS,WI,43.14,-88.12,US
307,M,52.5,16,90027,LOS ANGELES,CA,34.12,-118.28,US
308,M,29.5,2,10025,NEW YORK,NY,40.71,-73.99,US
309,M,29.5,4,16801,STATE COLLEGE,PA,40.79,-77.85,US
310,F,21.0,4,31207,MACON,GA,32.83,-83.65,US
311,M,21.0,4,31201,MACON,GA,32.83,-83.65,US
312,F,52.5,2,22207,ARLINGTON,VA,38.87,-77.1,US
313,F,21.0,4,2138,CAMBRIDGE,MA,42.37,-71.11,US
314,F,68.0,9,46911,AMBOY,IN,40.6,-85.92,US
315,F,68.0,1,55105,SAINT PAUL,MN,44.94,-93.1,US
316,M,68.0,13,90740,SEAL BEACH,CA,33.75,-118.07,US
317,M,39.5,7,38555,CROSSVILLE,TN,35.95,-85.03,US
318,F,68.0,13,55104,SAINT PAUL,MN,44.94,-93.1,US
319,F,52.5,6,33436,BOYNTON BEACH,FL,26.52,-80.08,US
320,M,39.5,6,99516,ANCHORAGE,AK,61.08,-149.7,US
321,M,21.0,4,55128,SAINT PAUL,MN,44.94,-93.1,US
322,M,68.0,17,55117,SAINT PAUL,MN,44.94,-93.1,US
323,M,47.0,12,53716,MADISON,WI,43.07,-89.38,US
324,M,39.5,17,55106,SAINT PAUL,MN,44.94,-93.1,US
325,F,52.5,3,55112,SAINT PAUL,MN,44.94,-93.1,US
326,M,52.5,11,25302,CHARLESTON,WV,38.35,-81.63,US
327,M,39.5,18,55448,MINNEAPOLIS,MN,44.96,-93.26,US
328,M,39.5,12,80401,GOLDEN,CO,39.73,-105.21,US
329,M,39.5,7,2115,BOSTON,MA,42.35,-71.06,US
330,M,68.0,7,92065,RAMONA,CA,33.07,-116.83,US
331,M,29.5,7,55902,ROCHESTER,MN,44.01,-92.47,US
332,M,52.5,1,55109,SAINT PAUL,MN,44.94,-93.1,US
333,M,39.5,2,55410,MINNEAPOLIS,MN,44.96,-93.26,US
334,F,68.0,2,55113,SAINT PAUL,MN,44.94,-93.1,US
335,M,39.5,18,55434,MINNEAPOLIS,MN,44.96,-93.26,US
337,M,21.0,19,80205,DENVER,CO,39.76,-104.87,US
338,M,39.5,7,55116,SAINT PAUL,MN,44.94,-93.1,US
339,M,52.5,7,80207,DENVER,CO,39.76,-104.87,US
340,F,29.5,3,28001,ALBEMARLE,NC,35.36,-80.19,US
341,F,68.0,13,92119,SAN DIEGO,CA,32.81,-117.03,US
342,M,21.0,12,55076,INVER GROVE HEIGHTS,MN,44.82,-93.05,US
343,F,39.5,3,55127,SAINT PAUL,MN,44.94,-93.1,US
344,M,39.5,14,75034,FRISCO,TX,33.14,-96.81,US
345,M,29.5,12,94114,SAN FRANCISCO,CA,37.75,-122.43,US
346,F,29.5,0,55110,SAINT PAUL,MN,44.94,-93.1,US
347,F,68.0,1,55305,HOPKINS,MN,44.92,-93.4,US
348,M,52.5,7,55110,SAINT PAUL,MN,44.94,-93.1,US
349,M,12.0,10,8035,HADDON HEIGHTS,NJ,39.87,-75.06,US
350,M,47.0,20,8035,HADDON HEIGHTS,NJ,39.87,-75.06,US
351,M,21.0,4,55105,SAINT PAUL,MN,44.94,-93.1,US
352,M,21.0,4,60115,DEKALB,IL,41.89,-88.75,US
353,F,39.5,7,92625,CORONA DEL MAR,CA,33.6,-117.86,US
354,M,39.5,1,55117,SAINT PAUL,MN,44.94,-93.1,US
355,M,21.0,3,55107,SAINT PAUL,MN,44.94,-93.1,US
356,M,68.0,20,55101,SAINT PAUL,MN,44.94,-93.1,US
357,M,21.0,0,98103,SEATTLE,WA,47.67,-122.34,US
358,F,68.0,1,20815,CHEVY CHASE,MD,38.98,-77.08,US
359,M,29.5,17,55128,SAINT PAUL,MN,44.94,-93.1,US
360,M,39.5,17,28208,CHARLOTTE,NC,35.19,-80.83,US
361,F,29.5,14,94115,SAN FRANCISCO,CA,37.78,-122.43,US
362,M,39.5,20,55407,MINNEAPOLIS,MN,44.96,-93.26,US
363,M,21.0,10,55419,MINNEAPOLIS,MN,44.96,-93.26,US
364,F,39.5,1,46815,FORT WAYNE,IN,41.07,-85.13,US
365,F,21.0,4,2138,CAMBRIDGE,MA,42.37,-71.11,US
366,M,52.5,15,55126,SAINT PAUL,MN,44.94,-93.1,US
367,M,52.5,12,55421,MINNEAPOLIS,MN,44.96,-93.26,US
368,M,29.5,0,90293,PLAYA DEL REY,CA,33.94,-118.44,US
369,M,39.5,1,55110,SAINT PAUL,MN,44.94,-93.1,US
370,M,21.0,17,22304,ALEXANDRIA,VA,38.82,-77.08,US
371,M,21.0,4,2141,CAMBRIDGE,MA,42.37,-71.11,US
372,F,21.0,4,72227,LITTLE ROCK,AR,34.72,-92.35,US
373,F,29.5,2,55347,EDEN PRAIRIE,MN,44.84,-93.45,US
374,F,39.5,14,55346,EDEN PRAIRIE,MN,44.84,-93.45,US
375,M,29.5,2,55106,SAINT PAUL,MN,44.94,-93.1,US
376,M,39.5,1,80026,LAFAYETTE,CO,39.99,-105.09,US
377,M,29.5,17,55418,MINNEAPOLIS,MN,44.96,-93.26,US
378,F,21.0,0,55105,SAINT PAUL,MN,44.94,-93.1,US
379,F,39.5,1,54822,CAMERON,WI,45.4,-91.74,US
380,M,29.5,2,92024,ENCINITAS,CA,33.05,-117.25,US
381,M,39.5,17,89015,HENDERSON,NV,36.01,-114.95,US
382,F,39.5,20,66205,MISSION,KS,38.9,-94.68,US
383,F,29.5,7,78757,AUSTIN,TX,30.26,-97.74,US
384,M,29.5,11,55075,SOUTH SAINT PAUL,MN,44.88,-93.04,US
385,M,29.5,6,68131,OMAHA,NE,41.26,-96.01,US
386,M,29.5,0,55408,MINNEAPOLIS,MN,44.96,-93.26,US
387,F,39.5,7,55111,SAINT PAUL,MN,44.94,-93.1,US
388,F,29.5,0,10021,NEW YORK,NY,40.77,-73.95,US
389,M,29.5,6,68128,LA VISTA,NE,41.18,-96.03,US
390,M,29.5,4,55405,MINNEAPOLIS,MN,44.96,-93.26,US
391,M,47.0,11,22122,NEWINGTON,VA,38.73,-77.2,US
392,M,21.0,7,20037,WASHINGTON,DC,38.89,-77.03,US
393,M,39.5,17,55402,MINNEAPOLIS,MN,44.96,-93.26,US
394,M,21.0,0,55013,CHISAGO CITY,MN,45.37,-92.88,US
395,M,21.0,5,55104,SAINT PAUL,MN,44.94,-93.1,US
396,M,29.5,1,56187,WORTHINGTON,MN,43.62,-95.59,US
397,M,39.5,17,22124,OAKTON,VA,38.89,-77.3,US
